field_id,business_name,target_path,data_layer,source_document,source_location_type,source_unit,target_unit,criticality,extraction_method,target_nodes,missing_policy,conflict_policy,evidence_required,value_type,cardinality,contract_sources,node_requirement,default_or_prior,mapping_coverage,extraction_coverage,assembly_coverage,coverage_gap,notes
engineering_indicator.consequence_parameters.tno_curve_version,TNO曲线数据版本,engineering_indicators.observations_global.consequence_parameters.tno_curve_version,MODEL_PARAMETER,parameter-pack:synthetic-consequence-parameters-v1,system,,,IMPORTANT,system,adaptive_evidence_qra|data_inventory|indicator_coverage,BLOCK_NODE_IF_VERSIONED_PARAMETER_PACK_MISSING,VERSIONED_PACK_SELECTION_ONLY,false,string,OPTIONAL_ONE,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,NOT_APPLICABLE_SYSTEM_INJECTION,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_SUPPORTED,NONE,工程指标consequence_parameters.tno_curve_version；组：物性与人员后果模型参数；要求：REQUIRED。
engineering_indicator.governance.approval_ref,模型与参数批准文件引用,engineering_indicators.observations_global.governance.approval_ref,PROJECT_FACT,09_现场检查扫描件.pdf,page/bbox,,,IMPORTANT,ocr,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,string,OPTIONAL_ONE,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,NOT_MAPPED,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_SUPPORTED,DETERMINISTIC_MAPPING_GAP,工程指标governance.approval_ref；组：项目、文件与数据治理；要求：REQUIRED。
engineering_indicator.governance.as_built_drawing_ref,竣工图引用,engineering_indicators.observations_global.governance.as_built_drawing_ref,PROJECT_FACT,09_现场检查扫描件.pdf,page/bbox,,,IMPORTANT,ocr,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,string,OPTIONAL_ONE,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,NOT_MAPPED,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_SUPPORTED,DETERMINISTIC_MAPPING_GAP,工程指标governance.as_built_drawing_ref；组：项目、文件与数据治理；要求：REQUIRED。
engineering_indicator.governance.construction_record_ref,施工记录引用,engineering_indicators.observations_global.governance.construction_record_ref,PROJECT_FACT,09_现场检查扫描件.pdf,page/bbox,,,IMPORTANT,ocr,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,string,OPTIONAL_ONE,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,NOT_MAPPED,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_SUPPORTED,DETERMINISTIC_MAPPING_GAP,工程指标governance.construction_record_ref；组：项目、文件与数据治理；要求：REQUIRED。
engineering_indicator.governance.data_owner,数据责任人,engineering_indicators.observations_global.governance.data_owner,PROJECT_FACT,09_现场检查扫描件.pdf,page/bbox,,,IMPORTANT,ocr,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,string,OPTIONAL_ONE,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,NOT_MAPPED,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_SUPPORTED,DETERMINISTIC_MAPPING_GAP,工程指标governance.data_owner；组：项目、文件与数据治理；要求：REQUIRED。
engineering_indicator.governance.design_report_ref,初步设计报告引用,engineering_indicators.observations_global.governance.design_report_ref,PROJECT_FACT,09_现场检查扫描件.pdf,page/bbox,,,IMPORTANT,ocr,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,string,OPTIONAL_ONE,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,NOT_MAPPED,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_SUPPORTED,DETERMINISTIC_MAPPING_GAP,工程指标governance.design_report_ref；组：项目、文件与数据治理；要求：REQUIRED。
engineering_indicator.governance.emergency_plan_ref,应急预案引用,engineering_indicators.observations_global.governance.emergency_plan_ref,PROJECT_FACT,09_现场检查扫描件.pdf,page/bbox,,,IMPORTANT,ocr,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,string,OPTIONAL_ONE,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,NOT_MAPPED,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_SUPPORTED,DETERMINISTIC_MAPPING_GAP,工程指标governance.emergency_plan_ref；组：项目、文件与数据治理；要求：REQUIRED。
engineering_indicator.governance.environment_report_ref,环境影响评价报告引用,engineering_indicators.observations_global.governance.environment_report_ref,PROJECT_FACT,09_现场检查扫描件.pdf,page/bbox,,,IMPORTANT,ocr,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,string,OPTIONAL_ONE,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,NOT_MAPPED,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_SUPPORTED,DETERMINISTIC_MAPPING_GAP,工程指标governance.environment_report_ref；组：项目、文件与数据治理；要求：CONDITIONAL。
engineering_indicator.governance.geohazard_report_ref,地质灾害评估报告引用,engineering_indicators.observations_global.governance.geohazard_report_ref,PROJECT_FACT,09_现场检查扫描件.pdf,page/bbox,,,IMPORTANT,ocr,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,string,OPTIONAL_ONE,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,NOT_MAPPED,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_SUPPORTED,DETERMINISTIC_MAPPING_GAP,工程指标governance.geohazard_report_ref；组：项目、文件与数据治理；要求：CONDITIONAL。
engineering_indicator.governance.hca_report_ref,高后果区识别报告引用,engineering_indicators.observations_global.governance.hca_report_ref,PROJECT_FACT,09_现场检查扫描件.pdf,page/bbox,,,IMPORTANT,ocr,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,string,OPTIONAL_ONE,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,NOT_MAPPED,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_SUPPORTED,DETERMINISTIC_MAPPING_GAP,工程指标governance.hca_report_ref；组：项目、文件与数据治理；要求：REQUIRED。
engineering_indicator.governance.integrity_plan_ref,完整性管理计划引用,engineering_indicators.observations_global.governance.integrity_plan_ref,PROJECT_FACT,09_现场检查扫描件.pdf,page/bbox,,,IMPORTANT,ocr,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,string,OPTIONAL_ONE,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,NOT_MAPPED,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_SUPPORTED,DETERMINISTIC_MAPPING_GAP,工程指标governance.integrity_plan_ref；组：项目、文件与数据治理；要求：REQUIRED。
engineering_indicator.governance.previous_risk_report_ref,既往风险评价报告引用,engineering_indicators.observations_global.governance.previous_risk_report_ref,PROJECT_FACT,09_现场检查扫描件.pdf,page/bbox,,,IMPORTANT,ocr,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,string,OPTIONAL_ONE,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,NOT_MAPPED,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_SUPPORTED,DETERMINISTIC_MAPPING_GAP,工程指标governance.previous_risk_report_ref；组：项目、文件与数据治理；要求：CONDITIONAL。
engineering_indicator.governance.route_map_ref,遥感或航拍线路图引用,engineering_indicators.observations_global.governance.route_map_ref,PROJECT_FACT,09_现场检查扫描件.pdf,page/bbox,,,IMPORTANT,ocr,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,string,OPTIONAL_ONE,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,NOT_MAPPED,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_SUPPORTED,DETERMINISTIC_MAPPING_GAP,工程指标governance.route_map_ref；组：项目、文件与数据治理；要求：CONDITIONAL。
engineering_indicator.governance.supervision_record_ref,监理记录引用,engineering_indicators.observations_global.governance.supervision_record_ref,PROJECT_FACT,09_现场检查扫描件.pdf,page/bbox,,,IMPORTANT,ocr,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,string,OPTIONAL_ONE,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,NOT_MAPPED,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_SUPPORTED,DETERMINISTIC_MAPPING_GAP,工程指标governance.supervision_record_ref；组：项目、文件与数据治理；要求：CONDITIONAL。
engineering_indicator.population_receptors.building_occupancy,建筑占用类型,engineering_indicators.observations_global.population_receptors.building_occupancy,PROJECT_FACT,07_人口和敏感受体.xlsx,cell,,,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,string,OPTIONAL_ONE,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,RAW_CATEGORY_BRIDGE_AVAILABLE,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_SUPPORTED,NONE,工程指标population_receptors.building_occupancy；组：人口、建筑与敏感受体；要求：CONDITIONAL。
engineering_indicator.population_receptors.building_overpressure_resistance_kpa,建筑抗超压能力,engineering_indicators.observations_global.population_receptors.building_overpressure_resistance_kpa,PROJECT_FACT,07_人口和敏感受体.xlsx,cell,kPa,kPa,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,OPTIONAL_ONE,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,RAW_CATEGORY_BRIDGE_AVAILABLE,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_SUPPORTED,NONE,工程指标population_receptors.building_overpressure_resistance_kpa；组：人口、建筑与敏感受体；要求：CONDITIONAL。
engineering_indicator.population_receptors.building_thermal_shelter_factor,建筑热辐射遮蔽系数,engineering_indicators.observations_global.population_receptors.building_thermal_shelter_factor,PROJECT_FACT,07_人口和敏感受体.xlsx,cell,,,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,OPTIONAL_ONE,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,RAW_CATEGORY_BRIDGE_AVAILABLE,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_SUPPORTED,NONE,工程指标population_receptors.building_thermal_shelter_factor；组：人口、建筑与敏感受体；要求：CONDITIONAL。
engineering_indicator.population_receptors.building_type,建筑类型,engineering_indicators.observations_global.population_receptors.building_type,PROJECT_FACT,07_人口和敏感受体.xlsx,cell,,,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,string,OPTIONAL_ONE,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,RAW_CATEGORY_BRIDGE_AVAILABLE,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_SUPPORTED,NONE,工程指标population_receptors.building_type；组：人口、建筑与敏感受体；要求：CONDITIONAL。
engineering_indicator.population_receptors.dense_residential_present,密集居民区,engineering_indicators.observations_global.population_receptors.dense_residential_present,PROJECT_FACT,07_人口和敏感受体.xlsx,cell,,,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,boolean,OPTIONAL_ONE,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,RAW_CATEGORY_BRIDGE_AVAILABLE,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_SUPPORTED,NONE,工程指标population_receptors.dense_residential_present；组：人口、建筑与敏感受体；要求：CONDITIONAL。
engineering_indicator.population_receptors.evacuation_response_time_s,人员疏散响应时间,engineering_indicators.observations_global.population_receptors.evacuation_response_time_s,PROJECT_FACT,07_人口和敏感受体.xlsx,cell,s,s,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,OPTIONAL_ONE,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,RAW_CATEGORY_BRIDGE_AVAILABLE,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_SUPPORTED,NONE,工程指标population_receptors.evacuation_response_time_s；组：人口、建筑与敏感受体；要求：CONDITIONAL。
engineering_indicator.population_receptors.hospital_present,医院受体,engineering_indicators.observations_global.population_receptors.hospital_present,PROJECT_FACT,07_人口和敏感受体.xlsx,cell,,,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,boolean,OPTIONAL_ONE,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,RAW_CATEGORY_BRIDGE_AVAILABLE,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_SUPPORTED,NONE,工程指标population_receptors.hospital_present；组：人口、建筑与敏感受体；要求：CONDITIONAL。
engineering_indicator.population_receptors.school_present,学校受体,engineering_indicators.observations_global.population_receptors.school_present,PROJECT_FACT,07_人口和敏感受体.xlsx,cell,,,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,boolean,OPTIONAL_ONE,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,RAW_CATEGORY_BRIDGE_AVAILABLE,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_SUPPORTED,NONE,工程指标population_receptors.school_present；组：人口、建筑与敏感受体；要求：CONDITIONAL。
engineering_indicators.segment_archetype,管段原型,engineering_indicators.segment_archetype,RUN_ASSUMPTION,run-assumption:S00_BASELINE-v1,system,,,OPTIONAL,system,,REQUIRE_EXPLICIT_RECORD_OR_DOCUMENTED_NOT_APPLICABLE,EXPLICIT_DECISION_REQUIRED,false,object,OPTIONAL_ONE,NODE_RUNTIME_REVIEW,OPTIONAL_CONTRACT_FIELD,NONE,NOT_APPLICABLE_SYSTEM_INJECTION,FIELD_DICTIONARY_GAP,REVIEW_ASSEMBLY_GAP,REVIEW_ASSEMBLY_GAP,
expected_aggregation,测试聚合黄金答案,expected_aggregation,MODEL_PARAMETER,parameter-pack:synthetic-model-validation-fixture-v1,system,,,OPTIONAL,system,,BLOCK_NODE_IF_VERSIONED_PARAMETER_PACK_MISSING,VERSIONED_PACK_SELECTION_ONLY,false,object,OPTIONAL_ONE,FIELD_DICTIONARY|QRA_INPUT_SCHEMA,OPTIONAL_CONTRACT_FIELD,NONE,NOT_APPLICABLE_SYSTEM_INJECTION,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_SUPPORTED,NONE,仅用于合成测试和模型验证，不得作为客户资料抽取目标。
extensions,extensions,extensions,RUN_ASSUMPTION,run-assumption:S00_BASELINE-v1,system,,,OPTIONAL,system,,REQUIRE_EXPLICIT_RECORD_OR_DOCUMENTED_NOT_APPLICABLE,EXPLICIT_DECISION_REQUIRED,false,object,OPTIONAL_ONE,QRA_INPUT_SCHEMA,OPTIONAL_CONTRACT_FIELD,NONE,NOT_APPLICABLE_SYSTEM_INJECTION,FIELD_DICTIONARY_GAP,REVIEW_ASSEMBLY_GAP,REVIEW_ASSEMBLY_GAP,
frequency_correction_model,频率修正模型,frequency_correction_model,MODEL_PARAMETER,parameter-pack:synthetic-frequency-correction-v1,system,,,BLOCKING,system,failure_frequency|human_qra,BLOCK_NODE_IF_VERSIONED_PARAMETER_PACK_MISSING,VERSIONED_PACK_SELECTION_ONLY,false,object,OPTIONAL_ONE,FIELD_DICTIONARY|QRA_INPUT_SCHEMA|NODE_RUNTIME_REVIEW,PREFLIGHT_OR_RUNTIME_REQUIRED|RUNTIME_REQUIRED_FOR_S00,NONE,NOT_APPLICABLE_SYSTEM_INJECTION,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_SUPPORTED,NONE,频率修正模型
frequency_correction_model.model_id,频率修正模型编号,frequency_correction_model.model_id,MODEL_PARAMETER,parameter-pack:synthetic-frequency-correction-v1,system,,,OPTIONAL,system,,BLOCK_NODE_IF_VERSIONED_PARAMETER_PACK_MISSING,VERSIONED_PACK_SELECTION_ONLY,false,string,OPTIONAL_ONE,NODE_RUNTIME_REVIEW,OPTIONAL_CONTRACT_FIELD,NONE,NOT_APPLICABLE_SYSTEM_INJECTION,FIELD_DICTIONARY_GAP,PARAMETER_PACK_MERGE_REQUIRED,PARAMETER_PACK_MERGE_NOT_IMPLEMENTED,
frequency_correction_model.model_type,频率修正模型类型,frequency_correction_model.model_type,MODEL_PARAMETER,parameter-pack:synthetic-frequency-correction-v1,system,,,OPTIONAL,system,,BLOCK_NODE_IF_VERSIONED_PARAMETER_PACK_MISSING,VERSIONED_PACK_SELECTION_ONLY,false,enum,OPTIONAL_ONE,NODE_RUNTIME_REVIEW,OPTIONAL_CONTRACT_FIELD,NONE,NOT_APPLICABLE_SYSTEM_INJECTION,FIELD_DICTIONARY_GAP,PARAMETER_PACK_MERGE_REQUIRED,PARAMETER_PACK_MERGE_NOT_IMPLEMENTED,
frequency_correction_model.source,频率修正模型来源,frequency_correction_model.source,MODEL_PARAMETER,parameter-pack:synthetic-frequency-correction-v1,system,,,OPTIONAL,system,,BLOCK_NODE_IF_VERSIONED_PARAMETER_PACK_MISSING,VERSIONED_PACK_SELECTION_ONLY,false,string,OPTIONAL_ONE,NODE_RUNTIME_REVIEW,OPTIONAL_CONTRACT_FIELD,NONE,NOT_APPLICABLE_SYSTEM_INJECTION,FIELD_DICTIONARY_GAP,PARAMETER_PACK_MERGE_REQUIRED,PARAMETER_PACK_MERGE_NOT_IMPLEMENTED,
frequency_correction_model.status,频率修正模型状态,frequency_correction_model.status,MODEL_PARAMETER,parameter-pack:synthetic-frequency-correction-v1,system,,,OPTIONAL,system,,BLOCK_NODE_IF_VERSIONED_PARAMETER_PACK_MISSING,VERSIONED_PACK_SELECTION_ONLY,false,enum,OPTIONAL_ONE,NODE_RUNTIME_REVIEW,OPTIONAL_CONTRACT_FIELD,NONE,NOT_APPLICABLE_SYSTEM_INJECTION,FIELD_DICTIONARY_GAP,PARAMETER_PACK_MERGE_REQUIRED,PARAMETER_PACK_MERGE_NOT_IMPLEMENTED,
frequency_correction_model.version,频率修正模型版本,frequency_correction_model.version,MODEL_PARAMETER,parameter-pack:synthetic-frequency-correction-v1,system,,,OPTIONAL,system,,BLOCK_NODE_IF_VERSIONED_PARAMETER_PACK_MISSING,VERSIONED_PACK_SELECTION_ONLY,false,string,OPTIONAL_ONE,NODE_RUNTIME_REVIEW,OPTIONAL_CONTRACT_FIELD,NONE,NOT_APPLICABLE_SYSTEM_INJECTION,FIELD_DICTIONARY_GAP,PARAMETER_PACK_MERGE_REQUIRED,PARAMETER_PACK_MERGE_NOT_IMPLEMENTED,
frequency_library,frequency_library,frequency_library,MODEL_PARAMETER,parameter-pack:synthetic-frequency-library-v1,system,,,OPTIONAL,system,,BLOCK_NODE_IF_VERSIONED_PARAMETER_PACK_MISSING,VERSIONED_PACK_SELECTION_ONLY,false,object,OPTIONAL_ONE,QRA_INPUT_SCHEMA,OPTIONAL_CONTRACT_FIELD,NONE,NOT_APPLICABLE_SYSTEM_INJECTION,FIELD_DICTIONARY_GAP,PARAMETER_PACK_MERGE_REQUIRED,PARAMETER_PACK_MERGE_NOT_IMPLEMENTED,
frequency_library.base_frequency_by_mechanism,分机理基准频率,frequency_library.base_frequency_by_mechanism,MODEL_PARAMETER,parameter-pack:synthetic-frequency-library-v1,system,per_km_year,per_km_year,BLOCKING,system,failure_frequency|human_qra,BLOCK_NODE_IF_VERSIONED_PARAMETER_PACK_MISSING,VERSIONED_PACK_SELECTION_ONLY,false,object,OPTIONAL_ONE,FIELD_DICTIONARY|NODE_RUNTIME_REVIEW,EXPLICIT_REQUIRED|PREFLIGHT_OR_RUNTIME_REQUIRED,NONE,NOT_APPLICABLE_SYSTEM_INJECTION,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_SUPPORTED,NONE,分机理基准频率
frequency_library.data_classification,失效频率库数据分类,frequency_library.data_classification,MODEL_PARAMETER,parameter-pack:synthetic-frequency-library-v1,system,,,OPTIONAL,system,,BLOCK_NODE_IF_VERSIONED_PARAMETER_PACK_MISSING,VERSIONED_PACK_SELECTION_ONLY,false,enum,OPTIONAL_ONE,NODE_RUNTIME_REVIEW,OPTIONAL_CONTRACT_FIELD,NONE,NOT_APPLICABLE_SYSTEM_INJECTION,FIELD_DICTIONARY_GAP,PARAMETER_PACK_MERGE_REQUIRED,PARAMETER_PACK_MERGE_NOT_IMPLEMENTED,
frequency_library.library_id,失效频率库编号,frequency_library.library_id,MODEL_PARAMETER,parameter-pack:synthetic-frequency-library-v1,system,,,BLOCKING,system,human_qra,BLOCK_NODE_IF_VERSIONED_PARAMETER_PACK_MISSING,VERSIONED_PACK_SELECTION_ONLY,false,string,OPTIONAL_ONE,NODE_RUNTIME_REVIEW,PREFLIGHT_OR_RUNTIME_REQUIRED,NONE,NOT_APPLICABLE_SYSTEM_INJECTION,FIELD_DICTIONARY_GAP,PARAMETER_PACK_MERGE_REQUIRED,PARAMETER_PACK_MERGE_NOT_IMPLEMENTED,
frequency_library.loc_fraction_by_mechanism,分机理孔径比例,frequency_library.loc_fraction_by_mechanism,MODEL_PARAMETER,parameter-pack:synthetic-frequency-library-v1,system,,,BLOCKING,system,failure_frequency|human_qra,BLOCK_NODE_IF_VERSIONED_PARAMETER_PACK_MISSING,VERSIONED_PACK_SELECTION_ONLY,false,object,OPTIONAL_ONE,FIELD_DICTIONARY|NODE_RUNTIME_REVIEW,EXPLICIT_REQUIRED|PREFLIGHT_OR_RUNTIME_REQUIRED,NONE,NOT_APPLICABLE_SYSTEM_INJECTION,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_SUPPORTED,NONE,分机理孔径比例
frequency_library.unit,失效频率单位,frequency_library.unit,MODEL_PARAMETER,parameter-pack:synthetic-frequency-library-v1,system,,,BLOCKING,system,failure_frequency|human_qra,BLOCK_NODE_IF_VERSIONED_PARAMETER_PACK_MISSING,VERSIONED_PACK_SELECTION_ONLY,false,enum,OPTIONAL_ONE,FIELD_DICTIONARY|NODE_RUNTIME_REVIEW,PREFLIGHT_OR_RUNTIME_REQUIRED|RUNTIME_REQUIRED,NONE,NOT_APPLICABLE_SYSTEM_INJECTION,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_SUPPORTED,NONE,失效频率单位
frequency_library.version,失效频率库版本,frequency_library.version,MODEL_PARAMETER,parameter-pack:synthetic-frequency-library-v1,system,,,BLOCKING,system,human_qra,BLOCK_NODE_IF_VERSIONED_PARAMETER_PACK_MISSING,VERSIONED_PACK_SELECTION_ONLY,false,string,OPTIONAL_ONE,NODE_RUNTIME_REVIEW,PREFLIGHT_OR_RUNTIME_REQUIRED,NONE,NOT_APPLICABLE_SYSTEM_INJECTION,FIELD_DICTIONARY_GAP,PARAMETER_PACK_MERGE_REQUIRED,PARAMETER_PACK_MERGE_NOT_IMPLEMENTED,
